image_id	image_path	level	mode	image_idx	node_id	label	prompt_text	path_labels	clip_cosine
006982.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006982.jpg	6	path	206	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant, a Vierge et Vierge a l'enfant in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.2595674395561218
006982.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006982.jpg	6	raw	206	tm-5xjmovwd	Vierge à l'enfant	Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.21487754583358765
006982.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006982.jpg	6	template	206	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.2562195658683777
007048.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007048.jpg	6	path	207	tm-b72fb3ce	naissance de Samson	a religious painting of naissance de Samson, a Samson (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> naissance de Samson	0.23201322555541992
007048.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007048.jpg	6	raw	207	tm-b72fb3ce	naissance de Samson	naissance de Samson	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> naissance de Samson	0.19884875416755676
007048.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007048.jpg	6	template	207	tm-b72fb3ce	naissance de Samson	a religious painting of naissance de Samson	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> naissance de Samson	0.23474828898906708
007073.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007073.jpg	6	path	208	tm-jfduzhgg	Joseph jeté dans le puits par ses frères	a religious painting of Joseph jeté dans le puits par ses frères, a Joseph (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph jeté dans le puits par ses frères	0.22697418928146362
007073.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007073.jpg	6	raw	208	tm-jfduzhgg	Joseph jeté dans le puits par ses frères	Joseph jeté dans le puits par ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph jeté dans le puits par ses frères	0.19366727769374847
007073.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007073.jpg	6	template	208	tm-jfduzhgg	Joseph jeté dans le puits par ses frères	a religious painting of Joseph jeté dans le puits par ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph jeté dans le puits par ses frères	0.21509835124015808
007348.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007348.jpg	6	path	215	tm-gbupbhko	Jacob conduisant ses fils en Égypte	a religious painting of Jacob conduisant ses fils en Égypte, a Joseph (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Jacob conduisant ses fils en Égypte	0.2402006834745407
007348.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007348.jpg	6	raw	215	tm-gbupbhko	Jacob conduisant ses fils en Égypte	Jacob conduisant ses fils en Égypte	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Jacob conduisant ses fils en Égypte	0.18261030316352844
007348.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007348.jpg	6	template	215	tm-gbupbhko	Jacob conduisant ses fils en Égypte	a religious painting of Jacob conduisant ses fils en Égypte	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Jacob conduisant ses fils en Égypte	0.21484237909317017
007459.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007459.jpg	6	path	218	tm-b629qdzx	tentation du Christ	a religious painting of tentation du Christ, a vie publique in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> tentation du Christ	0.2714657485485077
007459.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007459.jpg	6	raw	218	tm-b629qdzx	tentation du Christ	tentation du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> tentation du Christ	0.22602370381355286
007459.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007459.jpg	6	template	218	tm-b629qdzx	tentation du Christ	a religious painting of tentation du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> tentation du Christ	0.26729142665863037
007484.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007484.jpg	6	path	219	tm-intsras3	création d'Ève	a religious painting of création d'Ève, a Création (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.2873607873916626
007484.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007484.jpg	6	raw	219	tm-intsras3	création d'Ève	création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.18622756004333496
007484.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007484.jpg	6	template	219	tm-intsras3	création d'Ève	a religious painting of création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.2942616939544678
008186.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008186.jpg	6	path	236	tm-jobbhqmd	meurtre d'Abel	a religious painting of meurtre d'Abel, a Abel et Caïn in sujet	sujet -> Bible -> Ancien Testament -> Genèse -> Abel et Caïn -> meurtre d'Abel	0.2250111699104309
008186.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008186.jpg	6	raw	236	tm-jobbhqmd	meurtre d'Abel	meurtre d'Abel	sujet -> Bible -> Ancien Testament -> Genèse -> Abel et Caïn -> meurtre d'Abel	0.17261087894439697
008186.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008186.jpg	6	template	236	tm-jobbhqmd	meurtre d'Abel	a religious painting of meurtre d'Abel	sujet -> Bible -> Ancien Testament -> Genèse -> Abel et Caïn -> meurtre d'Abel	0.220502108335495
008234.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008234.jpg	6	path	238	tm-slwzjw97	Dalila coupant les cheveux de Samson	a religious painting of Dalila coupant les cheveux de Samson, a Samson (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Dalila coupant les cheveux de Samson	0.26960378885269165
008234.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008234.jpg	6	raw	238	tm-slwzjw97	Dalila coupant les cheveux de Samson	Dalila coupant les cheveux de Samson	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Dalila coupant les cheveux de Samson	0.16332633793354034
008234.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008234.jpg	6	template	238	tm-slwzjw97	Dalila coupant les cheveux de Samson	a religious painting of Dalila coupant les cheveux de Samson	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Dalila coupant les cheveux de Samson	0.26465901732444763
008461.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008461.jpg	6	path	247	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant, a Vierge et Vierge a l'enfant in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.2814042568206787
008461.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008461.jpg	6	raw	247	tm-5xjmovwd	Vierge à l'enfant	Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.23952525854110718
008461.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008461.jpg	6	template	247	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.26116520166397095
009210.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009210.jpg	6	path	261	tm-ke5amtsz	nativité du Christ	a religious painting of nativité du Christ, a enfance in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> nativité du Christ	0.2894969582557678
009210.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009210.jpg	6	raw	261	tm-ke5amtsz	nativité du Christ	nativité du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> nativité du Christ	0.28001636266708374
009210.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009210.jpg	6	template	261	tm-ke5amtsz	nativité du Christ	a religious painting of nativité du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> nativité du Christ	0.2704053223133087
009301.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009301.jpg	6	path	263	tm-k23knluu	David musicien apaisant Saül	a religious painting of David musicien apaisant Saül, a David (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> David musicien apaisant Saül	0.3062911629676819
009301.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009301.jpg	6	raw	263	tm-k23knluu	David musicien apaisant Saül	David musicien apaisant Saül	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> David musicien apaisant Saül	0.22881215810775757
009301.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009301.jpg	6	template	263	tm-k23knluu	David musicien apaisant Saül	a religious painting of David musicien apaisant Saül	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> David musicien apaisant Saül	0.2733408212661743
009474.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009474.jpg	6	path	267	tm-fepd7eeg	naissance d'Isaac	a religious painting of naissance d'Isaac, a Abraham (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> naissance d'Isaac	0.31094634532928467
009474.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009474.jpg	6	raw	267	tm-fepd7eeg	naissance d'Isaac	naissance d'Isaac	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> naissance d'Isaac	0.2740975022315979
009474.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009474.jpg	6	template	267	tm-fepd7eeg	naissance d'Isaac	a religious painting of naissance d'Isaac	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> naissance d'Isaac	0.296536386013031
009723.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009723.jpg	6	path	277	tm-p9txxxfz	songe de Nabuchodonosor	a religious painting of songe de Nabuchodonosor, a Daniel (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Prophètes -> Daniel (sujets) -> songe de Nabuchodonosor	0.3136371970176697
009723.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009723.jpg	6	raw	277	tm-p9txxxfz	songe de Nabuchodonosor	songe de Nabuchodonosor	sujet -> Bible -> Ancien Testament -> les Prophètes -> Daniel (sujets) -> songe de Nabuchodonosor	0.21662618219852448
009723.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009723.jpg	6	template	277	tm-p9txxxfz	songe de Nabuchodonosor	a religious painting of songe de Nabuchodonosor	sujet -> Bible -> Ancien Testament -> les Prophètes -> Daniel (sujets) -> songe de Nabuchodonosor	0.2981516718864441
009823.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009823.jpg	6	path	281	tm-p6h57oz4	saint Pierre tranchant l'oreille de Malchus	a religious painting of saint Pierre tranchant l'oreille de Malchus, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> saint Pierre tranchant l'oreille de Malchus	0.2581309676170349
009823.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009823.jpg	6	raw	281	tm-p6h57oz4	saint Pierre tranchant l'oreille de Malchus	saint Pierre tranchant l'oreille de Malchus	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> saint Pierre tranchant l'oreille de Malchus	0.2584491968154907
009823.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009823.jpg	6	template	281	tm-p6h57oz4	saint Pierre tranchant l'oreille de Malchus	a religious painting of saint Pierre tranchant l'oreille de Malchus	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> saint Pierre tranchant l'oreille de Malchus	0.2513648271560669
010181.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010181.jpg	6	path	291	tm-tuzvzh69	ascension du Christ	a religious painting of ascension du Christ, a résurrection (sujets) in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> ascension du Christ	0.34093284606933594
010181.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010181.jpg	6	raw	291	tm-tuzvzh69	ascension du Christ	ascension du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> ascension du Christ	0.3245881199836731
010181.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010181.jpg	6	template	291	tm-tuzvzh69	ascension du Christ	a religious painting of ascension du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> ascension du Christ	0.32746973633766174
010621.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010621.jpg	6	path	303	tm-l8d4jyi2	mise au tombeau du Christ	a religious painting of mise au tombeau du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.27739718556404114
010621.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010621.jpg	6	raw	303	tm-l8d4jyi2	mise au tombeau du Christ	mise au tombeau du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.2738743722438812
010621.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010621.jpg	6	template	303	tm-l8d4jyi2	mise au tombeau du Christ	a religious painting of mise au tombeau du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.2723410129547119
012855.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012855.jpg	6	path	327	tm-d9fpbefh	baptême du Christ	a religious painting of baptême du Christ, a vie publique in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.28238236904144287
012855.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012855.jpg	6	raw	327	tm-d9fpbefh	baptême du Christ	baptême du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.2681153118610382
012855.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012855.jpg	6	template	327	tm-d9fpbefh	baptême du Christ	a religious painting of baptême du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.2924444079399109
012936.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012936.jpg	6	path	329	tm-rpag5yt7	présentation du Christ au temple	a religious painting of présentation du Christ au temple, a enfance in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> présentation du Christ au temple	0.2829245924949646
012936.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012936.jpg	6	raw	329	tm-rpag5yt7	présentation du Christ au temple	présentation du Christ au temple	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> présentation du Christ au temple	0.24342837929725647
012936.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012936.jpg	6	template	329	tm-rpag5yt7	présentation du Christ au temple	a religious painting of présentation du Christ au temple	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> présentation du Christ au temple	0.2785584330558777
013473.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	6	path	344	tm-a9yk99nk	Joseph et ses frères	a religious painting of Joseph et ses frères, a Joseph (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph et ses frères	0.29497647285461426
013473.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	6	raw	344	tm-jfduzhgg	Joseph jeté dans le puits par ses frères	Joseph jeté dans le puits par ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph jeté dans le puits par ses frères	0.24053168296813965
013473.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	6	template	344	tm-a9yk99nk	Joseph et ses frères	a religious painting of Joseph et ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph et ses frères	0.2812458872795105
014003.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	6	path	349	tm-gjmmi6am	Christ dépouillé de ses vêtements	a religious painting of Christ dépouillé de ses vêtements, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ dépouillé de ses vêtements	0.2700842618942261
014003.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	6	raw	349	tm-fyww27ay	Christ portant la croix	Christ portant la croix	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ portant la croix	0.2686891555786133
014003.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	6	template	349	tm-gjmmi6am	Christ dépouillé de ses vêtements	a religious painting of Christ dépouillé de ses vêtements	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Christ dépouillé de ses vêtements	0.2708442211151123
014476.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014476.jpg	6	path	356	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.22776088118553162
014476.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014476.jpg	6	raw	356	tm-zn8ypys2	crucifiement du Christ	crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.24475261569023132
014476.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014476.jpg	6	template	356	tm-zn8ypys2	crucifiement du Christ	a religious painting of crucifiement du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> crucifiement du Christ	0.20984816551208496
015376.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015376.jpg	6	path	376	tm-labqwtqc	Cène	a religious painting of Cène, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Cène	0.290894091129303
015376.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015376.jpg	6	raw	376	tm-labqwtqc	Cène	Cène	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Cène	0.2113230973482132
015376.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015376.jpg	6	template	376	tm-labqwtqc	Cène	a religious painting of Cène	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> Cène	0.291451632976532
015627.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015627.jpg	6	path	381	tm-intsras3	création d'Ève	a religious painting of création d'Ève, a Création (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.30701977014541626
015627.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015627.jpg	6	raw	381	tm-intsras3	création d'Ève	création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.2003682553768158
015627.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015627.jpg	6	template	381	tm-intsras3	création d'Ève	a religious painting of création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.30822643637657166
015650.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015650.jpg	6	path	382	tm-d9fpbefh	baptême du Christ	a religious painting of baptême du Christ, a vie publique in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.24836836755275726
015650.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015650.jpg	6	raw	382	tm-d9fpbefh	baptême du Christ	baptême du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.22138711810112
015650.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015650.jpg	6	template	382	tm-d9fpbefh	baptême du Christ	a religious painting of baptême du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.24948781728744507
015676.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015676.jpg	6	path	383	tm-axlasatl	funérailles d'Abner	a religious painting of funérailles d'Abner, a David (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> funérailles d'Abner	0.2612960934638977
015676.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015676.jpg	6	raw	383	tm-l8d4jyi2	mise au tombeau du Christ	mise au tombeau du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.2515595257282257
015676.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015676.jpg	6	template	383	tm-l8d4jyi2	mise au tombeau du Christ	a religious painting of mise au tombeau du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.24501383304595947
015827.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015827.jpg	6	path	388	tm-rpsuvksn	ange donnant un livre à saint Jean	a religious painting of ange donnant un livre à saint Jean, a devoration du livre et mesure du temple in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> devoration du livre et mesure du temple -> ange donnant un livre à saint Jean	0.2546130418777466
015827.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015827.jpg	6	raw	388	tm-rpsuvksn	ange donnant un livre à saint Jean	ange donnant un livre à saint Jean	sujet -> Bible -> Nouveau Testament -> Apocalypse -> devoration du livre et mesure du temple -> ange donnant un livre à saint Jean	0.1815134733915329
015827.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\015827.jpg	6	template	388	tm-rpsuvksn	ange donnant un livre à saint Jean	a religious painting of ange donnant un livre à saint Jean	sujet -> Bible -> Nouveau Testament -> Apocalypse -> devoration du livre et mesure du temple -> ange donnant un livre à saint Jean	0.22700151801109314
016300h.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\016300h.jpg	6	path	397	tm-pufnyopg	hospitalité d'Abraham	a religious painting of hospitalité d'Abraham, a Abraham (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> hospitalité d'Abraham	0.2853515148162842
016300h.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\016300h.jpg	6	raw	397	tm-pufnyopg	hospitalité d'Abraham	hospitalité d'Abraham	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> hospitalité d'Abraham	0.17526085674762726
016300h.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\016300h.jpg	6	template	397	tm-pufnyopg	hospitalité d'Abraham	a religious painting of hospitalité d'Abraham	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> hospitalité d'Abraham	0.24875527620315552
