image_idx	image_path	image_id	level	mode	node_id	label	prompt_text	path_labels	clip_cosine
189	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006480.jpg	006480.jpg	6	raw	tm-pknvkipc	Adam et Ève chassés du Paradis terrestre	Adam et Ève chassés du Paradis terrestre	sujet -> Bible -> Ancien Testament -> Genèse -> Adam et Ève -> Adam et Ève chassés du Paradis terrestre	0.2009410709142685
189	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006480.jpg	006480.jpg	6	template	tm-pknvkipc	Adam et Ève chassés du Paradis terrestre	a religious painting of Adam et Ève chassés du Paradis terrestre	sujet -> Bible -> Ancien Testament -> Genèse -> Adam et Ève -> Adam et Ève chassés du Paradis terrestre	0.2671509385108948
189	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006480.jpg	006480.jpg	6	path	tm-pknvkipc	Adam et Ève chassés du Paradis terrestre	a religious painting of Adam et Ève chassés du Paradis terrestre, a Adam et Ève in sujet	sujet -> Bible -> Ancien Testament -> Genèse -> Adam et Ève -> Adam et Ève chassés du Paradis terrestre	0.27877742052078247
190	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006505.jpg	006505.jpg	6	raw	tm-cwvsgqgm	dérision du Christ	dérision du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> dérision du Christ	0.2228483408689499
190	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006505.jpg	006505.jpg	6	template	tm-cwvsgqgm	dérision du Christ	a religious painting of dérision du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> dérision du Christ	0.22921445965766907
190	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006505.jpg	006505.jpg	6	path	tm-cwvsgqgm	dérision du Christ	a religious painting of dérision du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> dérision du Christ	0.23839505016803741
195	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006677.jpg	006677.jpg	6	raw	tm-5xjmovwd	Vierge à l'enfant	Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.2541796565055847
195	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006677.jpg	006677.jpg	6	template	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.29348915815353394
195	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006677.jpg	006677.jpg	6	path	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant, a Vierge et Vierge a l'enfant in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.29911094903945923
197	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006736.jpg	006736.jpg	6	raw	tm-gkq8yjcq	ange de Smyrne	ange de Smyrne	sujet -> Bible -> Nouveau Testament -> Apocalypse -> messages aux sept Églises d'Asie -> ange de Smyrne	0.22220082581043243
197	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006736.jpg	006736.jpg	6	template	tm-gkq8yjcq	ange de Smyrne	a religious painting of ange de Smyrne	sujet -> Bible -> Nouveau Testament -> Apocalypse -> messages aux sept Églises d'Asie -> ange de Smyrne	0.27094829082489014
197	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006736.jpg	006736.jpg	6	path	tm-gkq8yjcq	ange de Smyrne	a religious painting of ange de Smyrne, a messages aux sept Églises d'Asie in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> messages aux sept Églises d'Asie -> ange de Smyrne	0.30625155568122864
198	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006766.jpg	006766.jpg	6	raw	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.20185346901416779
198	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006766.jpg	006766.jpg	6	template	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	a religious painting of cinquième trompette de l'Apocalypse : sauterelles à tête humaine	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.29654890298843384
198	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006766.jpg	006766.jpg	6	path	tm-e6nmw8m2	cinquième trompette de l'Apocalypse : sauterelles à tête humaine	a religious painting of cinquième trompette de l'Apocalypse : sauterelles à tête humaine, a sonneries des sept trompettes in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> sonneries des sept trompettes -> cinquième trompette de l'Apocalypse : sauterelles à tête humaine	0.30793991684913635
199	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006798.jpg	006798.jpg	6	raw	tm-3tmpspdf	ange jetant une meule dans la mer	ange jetant une meule dans la mer	sujet -> Bible -> Nouveau Testament -> Apocalypse -> prostituée et destruction de Babylone -> ange jetant une meule dans la mer	0.14688625931739807
199	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006798.jpg	006798.jpg	6	template	tm-3tmpspdf	ange jetant une meule dans la mer	a religious painting of ange jetant une meule dans la mer	sujet -> Bible -> Nouveau Testament -> Apocalypse -> prostituée et destruction de Babylone -> ange jetant une meule dans la mer	0.2523283064365387
199	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006798.jpg	006798.jpg	6	path	tm-3tmpspdf	ange jetant une meule dans la mer	a religious painting of ange jetant une meule dans la mer, a prostituée et destruction de Babylone in sujet	sujet -> Bible -> Nouveau Testament -> Apocalypse -> prostituée et destruction de Babylone -> ange jetant une meule dans la mer	0.2423088550567627
206	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006982.jpg	006982.jpg	6	raw	tm-5xjmovwd	Vierge à l'enfant	Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.21487754583358765
206	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006982.jpg	006982.jpg	6	template	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.2562195658683777
206	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\006982.jpg	006982.jpg	6	path	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant, a Vierge et Vierge a l'enfant in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.2595674395561218
207	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007048.jpg	007048.jpg	6	raw	tm-b72fb3ce	naissance de Samson	naissance de Samson	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> naissance de Samson	0.19884875416755676
207	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007048.jpg	007048.jpg	6	template	tm-b72fb3ce	naissance de Samson	a religious painting of naissance de Samson	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> naissance de Samson	0.23474828898906708
207	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007048.jpg	007048.jpg	6	path	tm-b72fb3ce	naissance de Samson	a religious painting of naissance de Samson, a Samson (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> naissance de Samson	0.23201322555541992
208	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007073.jpg	007073.jpg	6	raw	tm-jfduzhgg	Joseph jeté dans le puits par ses frères	Joseph jeté dans le puits par ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph jeté dans le puits par ses frères	0.19366727769374847
208	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007073.jpg	007073.jpg	6	template	tm-jfduzhgg	Joseph jeté dans le puits par ses frères	a religious painting of Joseph jeté dans le puits par ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph jeté dans le puits par ses frères	0.21509835124015808
208	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007073.jpg	007073.jpg	6	path	tm-jfduzhgg	Joseph jeté dans le puits par ses frères	a religious painting of Joseph jeté dans le puits par ses frères, a Joseph (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph jeté dans le puits par ses frères	0.22697418928146362
215	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007348.jpg	007348.jpg	6	raw	tm-gbupbhko	Jacob conduisant ses fils en Égypte	Jacob conduisant ses fils en Égypte	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Jacob conduisant ses fils en Égypte	0.18261030316352844
215	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007348.jpg	007348.jpg	6	template	tm-gbupbhko	Jacob conduisant ses fils en Égypte	a religious painting of Jacob conduisant ses fils en Égypte	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Jacob conduisant ses fils en Égypte	0.21484237909317017
215	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007348.jpg	007348.jpg	6	path	tm-gbupbhko	Jacob conduisant ses fils en Égypte	a religious painting of Jacob conduisant ses fils en Égypte, a Joseph (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Jacob conduisant ses fils en Égypte	0.2402006834745407
218	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007459.jpg	007459.jpg	6	raw	tm-b629qdzx	tentation du Christ	tentation du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> tentation du Christ	0.22602370381355286
218	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007459.jpg	007459.jpg	6	template	tm-b629qdzx	tentation du Christ	a religious painting of tentation du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> tentation du Christ	0.26729142665863037
218	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007459.jpg	007459.jpg	6	path	tm-b629qdzx	tentation du Christ	a religious painting of tentation du Christ, a vie publique in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> tentation du Christ	0.2714657485485077
219	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007484.jpg	007484.jpg	6	raw	tm-intsras3	création d'Ève	création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.18622756004333496
219	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007484.jpg	007484.jpg	6	template	tm-intsras3	création d'Ève	a religious painting of création d'Ève	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.2942616939544678
219	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\007484.jpg	007484.jpg	6	path	tm-intsras3	création d'Ève	a religious painting of création d'Ève, a Création (sujets) in sujet	sujet -> Bible -> Ancien Testament -> Genèse -> Création (sujets) -> création d'Ève	0.2873607873916626
236	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008186.jpg	008186.jpg	6	raw	tm-jobbhqmd	meurtre d'Abel	meurtre d'Abel	sujet -> Bible -> Ancien Testament -> Genèse -> Abel et Caïn -> meurtre d'Abel	0.17261087894439697
236	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008186.jpg	008186.jpg	6	template	tm-jobbhqmd	meurtre d'Abel	a religious painting of meurtre d'Abel	sujet -> Bible -> Ancien Testament -> Genèse -> Abel et Caïn -> meurtre d'Abel	0.220502108335495
236	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008186.jpg	008186.jpg	6	path	tm-jobbhqmd	meurtre d'Abel	a religious painting of meurtre d'Abel, a Abel et Caïn in sujet	sujet -> Bible -> Ancien Testament -> Genèse -> Abel et Caïn -> meurtre d'Abel	0.2250111699104309
238	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008234.jpg	008234.jpg	6	raw	tm-slwzjw97	Dalila coupant les cheveux de Samson	Dalila coupant les cheveux de Samson	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Dalila coupant les cheveux de Samson	0.16332633793354034
238	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008234.jpg	008234.jpg	6	template	tm-slwzjw97	Dalila coupant les cheveux de Samson	a religious painting of Dalila coupant les cheveux de Samson	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Dalila coupant les cheveux de Samson	0.26465901732444763
238	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008234.jpg	008234.jpg	6	path	tm-slwzjw97	Dalila coupant les cheveux de Samson	a religious painting of Dalila coupant les cheveux de Samson, a Samson (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Juges -> Samson (sujets) -> Dalila coupant les cheveux de Samson	0.26960378885269165
247	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008461.jpg	008461.jpg	6	raw	tm-5xjmovwd	Vierge à l'enfant	Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.23952525854110718
247	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008461.jpg	008461.jpg	6	template	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.26116520166397095
247	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\008461.jpg	008461.jpg	6	path	tm-5xjmovwd	Vierge à l'enfant	a religious painting of Vierge à l'enfant, a Vierge et Vierge a l'enfant in sujet	sujet -> Bible -> Nouveau Testament -> vie de la Vierge -> Vierge et Vierge a l'enfant -> Vierge à l'enfant	0.2814042568206787
261	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009210.jpg	009210.jpg	6	raw	tm-ke5amtsz	nativité du Christ	nativité du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> nativité du Christ	0.28001636266708374
261	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009210.jpg	009210.jpg	6	template	tm-ke5amtsz	nativité du Christ	a religious painting of nativité du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> nativité du Christ	0.2704053223133087
261	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009210.jpg	009210.jpg	6	path	tm-ke5amtsz	nativité du Christ	a religious painting of nativité du Christ, a enfance in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> nativité du Christ	0.2894969582557678
263	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009301.jpg	009301.jpg	6	raw	tm-k23knluu	David musicien apaisant Saül	David musicien apaisant Saül	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> David musicien apaisant Saül	0.22881215810775757
263	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009301.jpg	009301.jpg	6	template	tm-k23knluu	David musicien apaisant Saül	a religious painting of David musicien apaisant Saül	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> David musicien apaisant Saül	0.2733408212661743
263	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009301.jpg	009301.jpg	6	path	tm-k23knluu	David musicien apaisant Saül	a religious painting of David musicien apaisant Saül, a David (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Rois -> David (sujets) -> David musicien apaisant Saül	0.3062911629676819
267	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009474.jpg	009474.jpg	6	raw	tm-fepd7eeg	naissance d'Isaac	naissance d'Isaac	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> naissance d'Isaac	0.2740975022315979
267	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009474.jpg	009474.jpg	6	template	tm-fepd7eeg	naissance d'Isaac	a religious painting of naissance d'Isaac	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> naissance d'Isaac	0.296536386013031
267	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009474.jpg	009474.jpg	6	path	tm-fepd7eeg	naissance d'Isaac	a religious painting of naissance d'Isaac, a Abraham (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Abraham (sujets) -> naissance d'Isaac	0.31094634532928467
277	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009723.jpg	009723.jpg	6	raw	tm-p9txxxfz	songe de Nabuchodonosor	songe de Nabuchodonosor	sujet -> Bible -> Ancien Testament -> les Prophètes -> Daniel (sujets) -> songe de Nabuchodonosor	0.21662618219852448
277	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009723.jpg	009723.jpg	6	template	tm-p9txxxfz	songe de Nabuchodonosor	a religious painting of songe de Nabuchodonosor	sujet -> Bible -> Ancien Testament -> les Prophètes -> Daniel (sujets) -> songe de Nabuchodonosor	0.2981516718864441
277	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009723.jpg	009723.jpg	6	path	tm-p9txxxfz	songe de Nabuchodonosor	a religious painting of songe de Nabuchodonosor, a Daniel (sujets) in sujet	sujet -> Bible -> Ancien Testament -> les Prophètes -> Daniel (sujets) -> songe de Nabuchodonosor	0.3136371970176697
281	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009823.jpg	009823.jpg	6	raw	tm-p6h57oz4	saint Pierre tranchant l'oreille de Malchus	saint Pierre tranchant l'oreille de Malchus	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> saint Pierre tranchant l'oreille de Malchus	0.2584491968154907
281	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009823.jpg	009823.jpg	6	template	tm-p6h57oz4	saint Pierre tranchant l'oreille de Malchus	a religious painting of saint Pierre tranchant l'oreille de Malchus	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> saint Pierre tranchant l'oreille de Malchus	0.2513648271560669
281	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\009823.jpg	009823.jpg	6	path	tm-p6h57oz4	saint Pierre tranchant l'oreille de Malchus	a religious painting of saint Pierre tranchant l'oreille de Malchus, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> saint Pierre tranchant l'oreille de Malchus	0.2581309676170349
291	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010181.jpg	010181.jpg	6	raw	tm-tuzvzh69	ascension du Christ	ascension du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> ascension du Christ	0.3245881199836731
291	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010181.jpg	010181.jpg	6	template	tm-tuzvzh69	ascension du Christ	a religious painting of ascension du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> ascension du Christ	0.32746973633766174
291	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010181.jpg	010181.jpg	6	path	tm-tuzvzh69	ascension du Christ	a religious painting of ascension du Christ, a résurrection (sujets) in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> résurrection (sujets) -> ascension du Christ	0.34093284606933594
303	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010621.jpg	010621.jpg	6	raw	tm-l8d4jyi2	mise au tombeau du Christ	mise au tombeau du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.2738743722438812
303	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010621.jpg	010621.jpg	6	template	tm-l8d4jyi2	mise au tombeau du Christ	a religious painting of mise au tombeau du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.2723410129547119
303	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\010621.jpg	010621.jpg	6	path	tm-l8d4jyi2	mise au tombeau du Christ	a religious painting of mise au tombeau du Christ, a passion in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> passion -> mise au tombeau du Christ	0.27739718556404114
327	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012855.jpg	012855.jpg	6	raw	tm-d9fpbefh	baptême du Christ	baptême du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.2681153118610382
327	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012855.jpg	012855.jpg	6	template	tm-d9fpbefh	baptême du Christ	a religious painting of baptême du Christ	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.2924444079399109
327	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012855.jpg	012855.jpg	6	path	tm-d9fpbefh	baptême du Christ	a religious painting of baptême du Christ, a vie publique in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> vie publique -> baptême du Christ	0.28238236904144287
329	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012936.jpg	012936.jpg	6	raw	tm-rpag5yt7	présentation du Christ au temple	présentation du Christ au temple	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> présentation du Christ au temple	0.24342837929725647
329	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012936.jpg	012936.jpg	6	template	tm-rpag5yt7	présentation du Christ au temple	a religious painting of présentation du Christ au temple	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> présentation du Christ au temple	0.2785584330558777
329	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\012936.jpg	012936.jpg	6	path	tm-rpag5yt7	présentation du Christ au temple	a religious painting of présentation du Christ au temple, a enfance in sujet	sujet -> Bible -> Nouveau Testament -> vie du Christ -> enfance -> présentation du Christ au temple	0.2829245924949646
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	raw	tm-a9yk99nk	Joseph et ses frères	Joseph et ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph et ses frères	0.23611584305763245
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	template	tm-a9yk99nk	Joseph et ses frères	a religious painting of Joseph et ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph et ses frères	0.2812458872795105
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	path	tm-a9yk99nk	Joseph et ses frères	a religious painting of Joseph et ses frères, a Joseph (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph et ses frères	0.29497647285461426
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	raw	tm-cjyni4fp	Joseph retiré du puits par ses frères	Joseph retiré du puits par ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph retiré du puits par ses frères	0.2148110568523407
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	template	tm-cjyni4fp	Joseph retiré du puits par ses frères	a religious painting of Joseph retiré du puits par ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph retiré du puits par ses frères	0.2450055480003357
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	path	tm-cjyni4fp	Joseph retiré du puits par ses frères	a religious painting of Joseph retiré du puits par ses frères, a Joseph (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph retiré du puits par ses frères	0.2630230784416199
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	raw	tm-jfduzhgg	Joseph jeté dans le puits par ses frères	Joseph jeté dans le puits par ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph jeté dans le puits par ses frères	0.24053168296813965
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	template	tm-jfduzhgg	Joseph jeté dans le puits par ses frères	a religious painting of Joseph jeté dans le puits par ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph jeté dans le puits par ses frères	0.26422250270843506
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	path	tm-jfduzhgg	Joseph jeté dans le puits par ses frères	a religious painting of Joseph jeté dans le puits par ses frères, a Joseph (sujets) in sujet	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph jeté dans le puits par ses frères	0.2773702144622803
344	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	013473.jpg	6	raw	tm-k8s6bcyb	Joseph vendu par ses frères	Joseph vendu par ses frères	sujet -> Bible -> Ancien Testament -> patriarches et Joseph -> Joseph (sujets) -> Joseph vendu par ses frères	0.20401817560195923
