Image	image_filename	image_path	all_timel_ids_str	level_5_n	level_5_ids_str	level_5_labels_str	level_6_n	level_6_ids_str	level_6_labels_str	timel_labels	timel_labels_list	timel_ids	timel_ids_list
013209.jpg	013209.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013209.jpg	tm-l2zebbrf; 2	0			0			colonne	"[""colonne""]"	tm-l2zebbrf	"[""tm-l2zebbrf""]"
013237.jpg	013237.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013237.jpg	tm-7nclujas; tm-z7yqwjx3; tm-twqkqw5b; tm-itr42guh; tm-dzl7mvhj; 7; 3; 5; 42	0			0			acrobatie;repas;plante;raisin;dragon	"[""acrobatie"", ""repas"", ""plante"", ""raisin"", ""dragon""]"	tm-7nclujas;tm-z7yqwjx3;tm-twqkqw5b;tm-itr42guh;tm-dzl7mvhj	"[""tm-7nclujas"", ""tm-z7yqwjx3"", ""tm-twqkqw5b"", ""tm-itr42guh"", ""tm-dzl7mvhj""]"
013263.jpg	013263.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013263.jpg	tm-nnwxmemz; tm-pmym9cry; tm-q47bbhwr; tm-gb9xzs44; tm-7nclujas; tm-ekfz4z5u; tm-rp3feh4x; tm-59lgwa9m; tm-unlhfdrb; tm-zh6hypif; tm-pkqnaz9x; 9; 47; 44; 7; 4; 5; 3; 59; 6	0			0			corde;vièle;cornemuse;musique;acrobatie;danse;fleur;chien;renard;lapin;hybride	"[""corde"", ""vièle"", ""cornemuse"", ""musique"", ""acrobatie"", ""danse"", ""fleur"", ""chien"", ""renard"", ""lapin"", ""hybride""]"	tm-nnwxmemz;tm-pmym9cry;tm-q47bbhwr;tm-gb9xzs44;tm-7nclujas;tm-ekfz4z5u;tm-rp3feh4x;tm-59lgwa9m;tm-unlhfdrb;tm-zh6hypif;tm-pkqnaz9x	"[""tm-nnwxmemz"", ""tm-pmym9cry"", ""tm-q47bbhwr"", ""tm-gb9xzs44"", ""tm-7nclujas"", ""tm-ekfz4z5u"", ""tm-rp3feh4x"", ""tm-59lgwa9m"", ""tm-unlhfdrb"", ""tm-zh6hypif"", ""tm-pkqnaz9x""]"
013290.jpg	013290.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013290.jpg	tm-hwbpfzqq; tm-qtywv9xs; tm-xmz3snk2; tm-bnphjku3; tm-8cmdbbjm; tm-i94jpy9p; tm-svcahr7m; tm-wtsjtqqv; tm-ao9wtg4s; tm-3kzukhek; tm-gsxjhjhz; tm-2ujduhzq; tm-a6ut7mcv; tm-va8m9uxx; tm-twqkqw5b; tm-g4cup98t; tm-dzl7mvhj; tm-hvmbbgkw; 9; 3; 2; 8; 94; 7; 4; 6; 5; 98	0			0			Christ;laïc;prêtre;nappe;hostie;autel;calice;muselière;apparition;coupe (découpe);chant;prière;eucharistie;messe;plante;ours;dragon;nuée	"[""Christ"", ""laïc"", ""prêtre"", ""nappe"", ""hostie"", ""autel"", ""calice"", ""muselière"", ""apparition"", ""coupe (découpe)"", ""chant"", ""prière"", ""eucharistie"", ""messe"", ""plante"", ""ours"", ""dragon"", ""nuée""]"	tm-hwbpfzqq;tm-qtywv9xs;tm-xmz3snk2;tm-bnphjku3;tm-8cmdbbjm;tm-i94jpy9p;tm-svcahr7m;tm-wtsjtqqv;tm-ao9wtg4s;tm-3kzukhek;tm-gsxjhjhz;tm-2ujduhzq;tm-a6ut7mcv;tm-va8m9uxx;tm-twqkqw5b;tm-g4cup98t;tm-dzl7mvhj;tm-hvmbbgkw	"[""tm-hwbpfzqq"", ""tm-qtywv9xs"", ""tm-xmz3snk2"", ""tm-bnphjku3"", ""tm-8cmdbbjm"", ""tm-i94jpy9p"", ""tm-svcahr7m"", ""tm-wtsjtqqv"", ""tm-ao9wtg4s"", ""tm-3kzukhek"", ""tm-gsxjhjhz"", ""tm-2ujduhzq"", ""tm-a6ut7mcv"", ""tm-va8m9uxx"", ""tm-twqkqw5b"", ""tm-g4cup98t"", ""tm-dzl7mvhj"", ""tm-hvmbbgkw""]"
013314.jpg	013314.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013314.jpg	tm-cuqtzlfj; tm-vvpa9phe; tm-sxrufcws; 9	0			0			bâton;agriculture;vigne	"[""bâton"", ""agriculture"", ""vigne""]"	tm-cuqtzlfj;tm-vvpa9phe;tm-sxrufcws	"[""tm-cuqtzlfj"", ""tm-vvpa9phe"", ""tm-sxrufcws""]"
013349.jpg	013349.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013349.jpg	tm-9kefvmxz; tm-fmytavcm; 9	0			0			siège (meuble);phylactère	"[""siège (meuble)"", ""phylactère""]"	tm-9kefvmxz;tm-fmytavcm	"[""tm-9kefvmxz"", ""tm-fmytavcm""]"
013380.jpg	013380.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013380.jpg	tm-lyxiazg2; tm-ritjr7hs; tm-cvpk39fk; tm-7vtatr6n; tm-ny2cjp3e; tm-uebcg4rf; tm-eivq9xdw; tm-9kefvmxz; tm-xyv8x8er; tm-kgksjk9x; tm-nq95ezrh; tm-tkbvfl9z; tm-ie8wpjhx; tm-zru3et4m; tm-vwtmvvfn; tm-6pbjxilu; 2; 7; 39; 6; 3; 4; 9; 8; 95	0			0			forgeron;paysan;juge;marteau;billot;enclume;four;siège (meuble);commerce;comparution;travail;accusation;coup;forge;cheval;feu	"[""forgeron"", ""paysan"", ""juge"", ""marteau"", ""billot"", ""enclume"", ""four"", ""siège (meuble)"", ""commerce"", ""comparution"", ""travail"", ""accusation"", ""coup"", ""forge"", ""cheval"", ""feu""]"	tm-lyxiazg2;tm-ritjr7hs;tm-cvpk39fk;tm-7vtatr6n;tm-ny2cjp3e;tm-uebcg4rf;tm-eivq9xdw;tm-9kefvmxz;tm-xyv8x8er;tm-kgksjk9x;tm-nq95ezrh;tm-tkbvfl9z;tm-ie8wpjhx;tm-zru3et4m;tm-vwtmvvfn;tm-6pbjxilu	"[""tm-lyxiazg2"", ""tm-ritjr7hs"", ""tm-cvpk39fk"", ""tm-7vtatr6n"", ""tm-ny2cjp3e"", ""tm-uebcg4rf"", ""tm-eivq9xdw"", ""tm-9kefvmxz"", ""tm-xyv8x8er"", ""tm-kgksjk9x"", ""tm-nq95ezrh"", ""tm-tkbvfl9z"", ""tm-ie8wpjhx"", ""tm-zru3et4m"", ""tm-vwtmvvfn"", ""tm-6pbjxilu""]"
013449.jpg	013449.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013449.jpg	tm-cguadphc; tm-5vghyucs; tm-l2zebbrf; tm-umgyp4zw; tm-cat27oby; tm-ptgmqu9z; tm-bg5uhyed; tm-ku6smvdl; tm-6m8nrco5; tm-vhj2urqn; tm-c4vyu5zq; tm-xqrthxrm; 5; 2; 4; 27; 9; 6; 8	0			0			malade;architecture;colonne;bassin;désignation;destruction;bain;médecine;nudité;eau;lune (sphère céleste);soleil (sphère céleste)	"[""malade"", ""architecture"", ""colonne"", ""bassin"", ""désignation"", ""destruction"", ""bain"", ""médecine"", ""nudité"", ""eau"", ""lune (sphère céleste)"", ""soleil (sphère céleste)""]"	tm-cguadphc;tm-5vghyucs;tm-l2zebbrf;tm-umgyp4zw;tm-cat27oby;tm-ptgmqu9z;tm-bg5uhyed;tm-ku6smvdl;tm-6m8nrco5;tm-vhj2urqn;tm-c4vyu5zq;tm-xqrthxrm	"[""tm-cguadphc"", ""tm-5vghyucs"", ""tm-l2zebbrf"", ""tm-umgyp4zw"", ""tm-cat27oby"", ""tm-ptgmqu9z"", ""tm-bg5uhyed"", ""tm-ku6smvdl"", ""tm-6m8nrco5"", ""tm-vhj2urqn"", ""tm-c4vyu5zq"", ""tm-xqrthxrm""]"
013473.jpg	013473.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013473.jpg	tm-64nanm9z; tm-8zfuubny; tm-fpmjpxku; tm-ejxcx7ec; tm-7qal9wnf; tm-danrmloz; tm-nbx9bzha; tm-gqyjhanc; tm-gbucvvq7; tm-a6ucn2ky; tm-a9yk99nk; tm-cjyni4fp; tm-jfduzhgg; tm-k8s6bcyb; tm-2vzflzsk; tm-y6dzy63x; tm-iv4xh9vr; tm-xyv8x8er; tm-jtekcxsd; tm-pfptrntr; tm-w7lp2rnh; tm-n79fuk5b; tm-mewqp9hl; tm-bz4cf4qh; tm-t7tilrqt; tm-jxqmhzye; tm-ssrd3vfj; 64; 9; 8; 7; 6; 2; 99; 4; 63; 79; 5; 3	0			4	tm-a9yk99nk; tm-cjyni4fp; tm-jfduzhgg; tm-k8s6bcyb	Joseph et ses frères; Joseph retiré du puits par ses frères; Joseph jeté dans le puits par ses frères; Joseph vendu par ses frères	frères de Joseph;Joseph;Jacob;marchand;tissu;fourrure;vêtement;puits;couteau;bourse;Joseph et ses frères;Joseph retiré du puits par ses frères;Joseph jeté dans le puits par ses frères;Joseph vendu par ses frères;saisie;ruse;don;commerce;descente;sortie;entrée;abattage;déchirure;désespoir;captivité;bouc;sang	"[""frères de Joseph"", ""Joseph"", ""Jacob"", ""marchand"", ""tissu"", ""fourrure"", ""vêtement"", ""puits"", ""couteau"", ""bourse"", ""Joseph et ses frères"", ""Joseph retiré du puits par ses frères"", ""Joseph jeté dans le puits par ses frères"", ""Joseph vendu par ses frères"", ""saisie"", ""ruse"", ""don"", ""commerce"", ""descente"", ""sortie"", ""entrée"", ""abattage"", ""déchirure"", ""désespoir"", ""captivité"", ""bouc"", ""sang""]"	tm-64nanm9z;tm-8zfuubny;tm-fpmjpxku;tm-ejxcx7ec;tm-7qal9wnf;tm-danrmloz;tm-nbx9bzha;tm-gqyjhanc;tm-gbucvvq7;tm-a6ucn2ky;tm-a9yk99nk;tm-cjyni4fp;tm-jfduzhgg;tm-k8s6bcyb;tm-2vzflzsk;tm-y6dzy63x;tm-iv4xh9vr;tm-xyv8x8er;tm-jtekcxsd;tm-pfptrntr;tm-w7lp2rnh;tm-n79fuk5b;tm-mewqp9hl;tm-bz4cf4qh;tm-t7tilrqt;tm-jxqmhzye;tm-ssrd3vfj	"[""tm-64nanm9z"", ""tm-8zfuubny"", ""tm-fpmjpxku"", ""tm-ejxcx7ec"", ""tm-7qal9wnf"", ""tm-danrmloz"", ""tm-nbx9bzha"", ""tm-gqyjhanc"", ""tm-gbucvvq7"", ""tm-a6ucn2ky"", ""tm-a9yk99nk"", ""tm-cjyni4fp"", ""tm-jfduzhgg"", ""tm-k8s6bcyb"", ""tm-2vzflzsk"", ""tm-y6dzy63x"", ""tm-iv4xh9vr"", ""tm-xyv8x8er"", ""tm-jtekcxsd"", ""tm-pfptrntr"", ""tm-w7lp2rnh"", ""tm-n79fuk5b"", ""tm-mewqp9hl"", ""tm-bz4cf4qh"", ""tm-t7tilrqt"", ""tm-jxqmhzye"", ""tm-ssrd3vfj""]"
013497.jpg	013497.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013497.jpg	tm-o22sq8nn; tm-bsmbjqgw; tm-sksizqrt; tm-cvpk39fk; tm-5vghyucs; tm-9kefvmxz; tm-uztpdeyq; tm-sfrtbltu; tm-wessg6gv; tm-kgksjk9x; tm-tkbvfl9z; tm-mp9xu5il; tm-kancnlxz; 22; 8; 39; 5; 9; 6	0			0			enfant;évêque;témoin;juge;architecture;siège (meuble);arc;mitre;discussion;comparution;accusation;héron;lion	"[""enfant"", ""évêque"", ""témoin"", ""juge"", ""architecture"", ""siège (meuble)"", ""arc"", ""mitre"", ""discussion"", ""comparution"", ""accusation"", ""héron"", ""lion""]"	tm-o22sq8nn;tm-bsmbjqgw;tm-sksizqrt;tm-cvpk39fk;tm-5vghyucs;tm-9kefvmxz;tm-uztpdeyq;tm-sfrtbltu;tm-wessg6gv;tm-kgksjk9x;tm-tkbvfl9z;tm-mp9xu5il;tm-kancnlxz	"[""tm-o22sq8nn"", ""tm-bsmbjqgw"", ""tm-sksizqrt"", ""tm-cvpk39fk"", ""tm-5vghyucs"", ""tm-9kefvmxz"", ""tm-uztpdeyq"", ""tm-sfrtbltu"", ""tm-wessg6gv"", ""tm-kgksjk9x"", ""tm-tkbvfl9z"", ""tm-mp9xu5il"", ""tm-kancnlxz""]"
013522.jpg	013522.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013522.jpg	tm-nffdauzt; tm-xmz3snk2; tm-bnphjku3; tm-havgveuu; tm-i94jpy9p; tm-2ujduhzq; tm-pphjzwxj; tm-ustoeplj; tm-pkqnaz9x; 3; 2; 94; 9	0			0			couple;prêtre;nappe;livre;autel;prière;bénédiction;mariage;hybride	"[""couple"", ""prêtre"", ""nappe"", ""livre"", ""autel"", ""prière"", ""bénédiction"", ""mariage"", ""hybride""]"	tm-nffdauzt;tm-xmz3snk2;tm-bnphjku3;tm-havgveuu;tm-i94jpy9p;tm-2ujduhzq;tm-pphjzwxj;tm-ustoeplj;tm-pkqnaz9x	"[""tm-nffdauzt"", ""tm-xmz3snk2"", ""tm-bnphjku3"", ""tm-havgveuu"", ""tm-i94jpy9p"", ""tm-2ujduhzq"", ""tm-pphjzwxj"", ""tm-ustoeplj"", ""tm-pkqnaz9x""]"
013725.jpg	013725.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013725.jpg	tm-cguadphc; tm-hemvfxe3; tm-aubzcstb; tm-9kefvmxz; tm-9eatbdmw; tm-2vzflzsk; tm-ku6smvdl; tm-wzp38snl; tm-eqnskbnq; tm-jxqmhzye; 3; 9; 2; 6; 38	0			0			malade;médecin;trépied;siège (meuble);coupe (recipients et contenants);saisie;médecine;guérison;arbre;bouc	"[""malade"", ""médecin"", ""trépied"", ""siège (meuble)"", ""coupe (recipients et contenants)"", ""saisie"", ""médecine"", ""guérison"", ""arbre"", ""bouc""]"	tm-cguadphc;tm-hemvfxe3;tm-aubzcstb;tm-9kefvmxz;tm-9eatbdmw;tm-2vzflzsk;tm-ku6smvdl;tm-wzp38snl;tm-eqnskbnq;tm-jxqmhzye	"[""tm-cguadphc"", ""tm-hemvfxe3"", ""tm-aubzcstb"", ""tm-9kefvmxz"", ""tm-9eatbdmw"", ""tm-2vzflzsk"", ""tm-ku6smvdl"", ""tm-wzp38snl"", ""tm-eqnskbnq"", ""tm-jxqmhzye""]"
013762.jpg	013762.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\013762.jpg	tm-cguadphc; tm-hemvfxe3; tm-mcyjt54t; tm-hh9dhqag; tm-ku6smvdl; tm-6m8nrco5; tm-fqcixgzk; tm-acklvhbw; tm-twqkqw5b; tm-8ruiwgvg; tm-ssrd3vfj; 3; 54; 9; 6; 8; 5	0			0			malade;médecin;vase;maladie;médecine;nudité;défécation;prêle;plante;excrément;sang	"[""malade"", ""médecin"", ""vase"", ""maladie"", ""médecine"", ""nudité"", ""défécation"", ""prêle"", ""plante"", ""excrément"", ""sang""]"	tm-cguadphc;tm-hemvfxe3;tm-mcyjt54t;tm-hh9dhqag;tm-ku6smvdl;tm-6m8nrco5;tm-fqcixgzk;tm-acklvhbw;tm-twqkqw5b;tm-8ruiwgvg;tm-ssrd3vfj	"[""tm-cguadphc"", ""tm-hemvfxe3"", ""tm-mcyjt54t"", ""tm-hh9dhqag"", ""tm-ku6smvdl"", ""tm-6m8nrco5"", ""tm-fqcixgzk"", ""tm-acklvhbw"", ""tm-twqkqw5b"", ""tm-8ruiwgvg"", ""tm-ssrd3vfj""]"
014003.jpg	014003.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014003.jpg	tm-hwbpfzqq; tm-dipecffb; tm-wqg2nktt; tm-rqbwk7z6; tm-hy6j8pvu; tm-f4sqsvcv; tm-7vtatr6n; tm-ew84lsf2; tm-yjcvnnjh; tm-4a7uh6qs; tm-cpdgl5r4; tm-fmytavcm; tm-havgveuu; tm-mqvexyu4; tm-mcyjt54t; tm-fyww27ay; tm-gjmmi6am; tm-4pk33pw5; tm-cat27oby; tm-hddc4hiq; tm-3jv6cemc; tm-ao9wtg4s; tm-95xqmtvb; tm-m7ybtrmm; tm-jz5vk4dk; tm-mykxfew8; tm-eqnskbnq; tm-vjtuzsev; tm-hvmbbgkw; 2; 7; 6; 8; 4; 84; 5; 54; 27; 33; 3; 9; 95	1	tm-4pk33pw5	visitation	2	tm-fyww27ay; tm-gjmmi6am	Christ portant la croix; Christ dépouillé de ses vêtements	Christ;saint Gabriel;ange;sainte Élisabeth;bourreau;Vierge;marteau;clou;échelle;casque;écrit;phylactère;livre;croix;vase;Christ portant la croix;Christ dépouillé de ses vêtements;visitation;désignation;rencontre;annonce;apparition;portement;dévêtement;étreinte;douleur;arbre;lys;nuée	"[""Christ"", ""saint Gabriel"", ""ange"", ""sainte Élisabeth"", ""bourreau"", ""Vierge"", ""marteau"", ""clou"", ""échelle"", ""casque"", ""écrit"", ""phylactère"", ""livre"", ""croix"", ""vase"", ""Christ portant la croix"", ""Christ dépouillé de ses vêtements"", ""visitation"", ""désignation"", ""rencontre"", ""annonce"", ""apparition"", ""portement"", ""dévêtement"", ""étreinte"", ""douleur"", ""arbre"", ""lys"", ""nuée""]"	tm-hwbpfzqq;tm-dipecffb;tm-wqg2nktt;tm-rqbwk7z6;tm-hy6j8pvu;tm-f4sqsvcv;tm-7vtatr6n;tm-ew84lsf2;tm-yjcvnnjh;tm-4a7uh6qs;tm-cpdgl5r4;tm-fmytavcm;tm-havgveuu;tm-mqvexyu4;tm-mcyjt54t;tm-fyww27ay;tm-gjmmi6am;tm-4pk33pw5;tm-cat27oby;tm-hddc4hiq;tm-3jv6cemc;tm-ao9wtg4s;tm-95xqmtvb;tm-m7ybtrmm;tm-jz5vk4dk;tm-mykxfew8;tm-eqnskbnq;tm-vjtuzsev;tm-hvmbbgkw	"[""tm-hwbpfzqq"", ""tm-dipecffb"", ""tm-wqg2nktt"", ""tm-rqbwk7z6"", ""tm-hy6j8pvu"", ""tm-f4sqsvcv"", ""tm-7vtatr6n"", ""tm-ew84lsf2"", ""tm-yjcvnnjh"", ""tm-4a7uh6qs"", ""tm-cpdgl5r4"", ""tm-fmytavcm"", ""tm-havgveuu"", ""tm-mqvexyu4"", ""tm-mcyjt54t"", ""tm-fyww27ay"", ""tm-gjmmi6am"", ""tm-4pk33pw5"", ""tm-cat27oby"", ""tm-hddc4hiq"", ""tm-3jv6cemc"", ""tm-ao9wtg4s"", ""tm-95xqmtvb"", ""tm-m7ybtrmm"", ""tm-jz5vk4dk"", ""tm-mykxfew8"", ""tm-eqnskbnq"", ""tm-vjtuzsev"", ""tm-hvmbbgkw""]"
014294.jpg	014294.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014294.jpg	tm-hwbpfzqq; tm-4cwcjdbv; tm-pxph757a; tm-z7yqwjx3; tm-6m8nrco5; tm-vkxz23az; tm-bvwymnol; tm-ssrd3vfj; 4; 757; 7; 3; 6; 8; 5; 23	0			0			Christ;monstre;mort (thème);repas;nudité;crucifixion;plaie;sang	"[""Christ"", ""monstre"", ""mort (thème)"", ""repas"", ""nudité"", ""crucifixion"", ""plaie"", ""sang""]"	tm-hwbpfzqq;tm-4cwcjdbv;tm-pxph757a;tm-z7yqwjx3;tm-6m8nrco5;tm-vkxz23az;tm-bvwymnol;tm-ssrd3vfj	"[""tm-hwbpfzqq"", ""tm-4cwcjdbv"", ""tm-pxph757a"", ""tm-z7yqwjx3"", ""tm-6m8nrco5"", ""tm-vkxz23az"", ""tm-bvwymnol"", ""tm-ssrd3vfj""]"
014326.jpg	014326.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014326.jpg	tm-ramxaadu; tm-ivsdfebq	0			0			saint Paul;épée	"[""saint Paul"", ""épée""]"	tm-ramxaadu;tm-ivsdfebq	"[""tm-ramxaadu"", ""tm-ivsdfebq""]"
014359.jpg	014359.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014359.jpg	tm-hwbpfzqq; tm-o22sq8nn; tm-zuecdty7; tm-f4sqsvcv; tm-sz7srifg; tm-9kefvmxz; tm-2ujduhzq; tm-pphjzwxj; 22; 8; 7; 4; 9; 2	0			0			Christ;enfant;clerc;Vierge;couronne;siège (meuble);prière;bénédiction	"[""Christ"", ""enfant"", ""clerc"", ""Vierge"", ""couronne"", ""siège (meuble)"", ""prière"", ""bénédiction""]"	tm-hwbpfzqq;tm-o22sq8nn;tm-zuecdty7;tm-f4sqsvcv;tm-sz7srifg;tm-9kefvmxz;tm-2ujduhzq;tm-pphjzwxj	"[""tm-hwbpfzqq"", ""tm-o22sq8nn"", ""tm-zuecdty7"", ""tm-f4sqsvcv"", ""tm-sz7srifg"", ""tm-9kefvmxz"", ""tm-2ujduhzq"", ""tm-pphjzwxj""]"
014386.jpg	014386.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014386.jpg	tm-xep5gd5j; tm-zuecdty7; tm-bzub7jhc; tm-9kefvmxz; tm-gpudcb9k; tm-cpdgl5r4; tm-9dakjs3w; 5; 7; 9; 4; 3	0			0			Boèce;clerc;maître;siège (meuble);pupitre;écrit;enseignement	"[""Boèce"", ""clerc"", ""maître"", ""siège (meuble)"", ""pupitre"", ""écrit"", ""enseignement""]"	tm-xep5gd5j;tm-zuecdty7;tm-bzub7jhc;tm-9kefvmxz;tm-gpudcb9k;tm-cpdgl5r4;tm-9dakjs3w	"[""tm-xep5gd5j"", ""tm-zuecdty7"", ""tm-bzub7jhc"", ""tm-9kefvmxz"", ""tm-gpudcb9k"", ""tm-cpdgl5r4"", ""tm-9dakjs3w""]"
014425.jpg	014425.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014425.jpg	tm-o22sq8nn; tm-9veagykw; tm-mwdcgwoc; tm-n73pmm5x; tm-f4sqsvcv; tm-sjjzv77s; tm-ourzz25h; tm-zs8428gj; tm-soyfpgzg; tm-3scxxi86; tm-efumv9dg; 22; 8; 9; 73; 5; 4; 77; 25; 8428; 3; 86	1	tm-zs8428gj	présentation de la Vierge au temple	0			enfant;sainte Anne;saint Joachim;sage-femme;Vierge;escalier;lit;présentation de la Vierge au temple;présentation;ascension;naissance	"[""enfant"", ""sainte Anne"", ""saint Joachim"", ""sage-femme"", ""Vierge"", ""escalier"", ""lit"", ""présentation de la Vierge au temple"", ""présentation"", ""ascension"", ""naissance""]"	tm-o22sq8nn;tm-9veagykw;tm-mwdcgwoc;tm-n73pmm5x;tm-f4sqsvcv;tm-sjjzv77s;tm-ourzz25h;tm-zs8428gj;tm-soyfpgzg;tm-3scxxi86;tm-efumv9dg	"[""tm-o22sq8nn"", ""tm-9veagykw"", ""tm-mwdcgwoc"", ""tm-n73pmm5x"", ""tm-f4sqsvcv"", ""tm-sjjzv77s"", ""tm-ourzz25h"", ""tm-zs8428gj"", ""tm-soyfpgzg"", ""tm-3scxxi86"", ""tm-efumv9dg""]"
014452.jpg	014452.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014452.jpg	tm-hwbpfzqq; tm-ejxcx7ec; tm-cuqtzlfj; tm-bnphjku3; tm-i94jpy9p; tm-wpindgtf; tm-dpnpgalt; tm-eiugmfdk; tm-xyv8x8er; tm-ie8wpjhx; tm-bqscor5q; 7; 3; 94; 9; 8; 5	0			0			Christ;marchand;bâton;nappe;autel;panier;expulsion;menace;commerce;coup;oiseau	"[""Christ"", ""marchand"", ""bâton"", ""nappe"", ""autel"", ""panier"", ""expulsion"", ""menace"", ""commerce"", ""coup"", ""oiseau""]"	tm-hwbpfzqq;tm-ejxcx7ec;tm-cuqtzlfj;tm-bnphjku3;tm-i94jpy9p;tm-wpindgtf;tm-dpnpgalt;tm-eiugmfdk;tm-xyv8x8er;tm-ie8wpjhx;tm-bqscor5q	"[""tm-hwbpfzqq"", ""tm-ejxcx7ec"", ""tm-cuqtzlfj"", ""tm-bnphjku3"", ""tm-i94jpy9p"", ""tm-wpindgtf"", ""tm-dpnpgalt"", ""tm-eiugmfdk"", ""tm-xyv8x8er"", ""tm-ie8wpjhx"", ""tm-bqscor5q""]"
014476.jpg	014476.jpg	D:\O.D.I.L\data\image\sampled_400_images-20260108T160047Z-1-001\sampled_400_images\014476.jpg	tm-ezdizhcw; tm-hwbpfzqq; tm-bslny8dd; tm-ejnelnx9; tm-kewgux3v; tm-wfrvgbha; tm-zzxfrztf; tm-f4sqsvcv; tm-neeidqia; tm-kkotaquv; tm-brqtzl8a; tm-mqvexyu4; tm-n9vyzlcy; tm-zn8ypys2; tm-iv4xh9vr; tm-pxph757a; tm-paqfuwih; tm-6m8nrco5; tm-43nkeriq; tm-vkxz23az; 8; 9; 3; 4; 2; 757; 6; 5; 43; 23	0			1	tm-zn8ypys2	crucifiement du Christ	Diable;Christ;sainte Marie Salomé;saint Joseph d'Arimathie;Gestas;sainte Marie Cléophas;saint Dysmas;Vierge;sainte Marguerite;saint Jean;lance;croix;récipient;crucifiement du Christ;don;mort (thème);lamentation;nudité;châtiment;crucifixion	"[""Diable"", ""Christ"", ""sainte Marie Salomé"", ""saint Joseph d'Arimathie"", ""Gestas"", ""sainte Marie Cléophas"", ""saint Dysmas"", ""Vierge"", ""sainte Marguerite"", ""saint Jean"", ""lance"", ""croix"", ""récipient"", ""crucifiement du Christ"", ""don"", ""mort (thème)"", ""lamentation"", ""nudité"", ""châtiment"", ""crucifixion""]"	tm-ezdizhcw;tm-hwbpfzqq;tm-bslny8dd;tm-ejnelnx9;tm-kewgux3v;tm-wfrvgbha;tm-zzxfrztf;tm-f4sqsvcv;tm-neeidqia;tm-kkotaquv;tm-brqtzl8a;tm-mqvexyu4;tm-n9vyzlcy;tm-zn8ypys2;tm-iv4xh9vr;tm-pxph757a;tm-paqfuwih;tm-6m8nrco5;tm-43nkeriq;tm-vkxz23az	"[""tm-ezdizhcw"", ""tm-hwbpfzqq"", ""tm-bslny8dd"", ""tm-ejnelnx9"", ""tm-kewgux3v"", ""tm-wfrvgbha"", ""tm-zzxfrztf"", ""tm-f4sqsvcv"", ""tm-neeidqia"", ""tm-kkotaquv"", ""tm-brqtzl8a"", ""tm-mqvexyu4"", ""tm-n9vyzlcy"", ""tm-zn8ypys2"", ""tm-iv4xh9vr"", ""tm-pxph757a"", ""tm-paqfuwih"", ""tm-6m8nrco5"", ""tm-43nkeriq"", ""tm-vkxz23az""]"
